country,purpose,type,purpose_type,values,date
SouthAfrica,visit,total,,1543,31/03/2022
USA,Long-term_resident,departure,,238,31/03/2022
USA,Long-term_resident,return,,70,31/03/2022
USA,Long-term_visitor,arrival,,346,31/03/2022
USA,Long-term_visitor,departure,,980,31/03/2022
USA,Settler_arrival,,,129,31/03/2022
USA,Short-term_resident,departure,,1538,31/03/2022
USA,Short-term_resident,return,,805,31/03/2022
USA,Short-term_visitor,arrival,,12065,31/03/2022
USA,Short-term_visitor,departure,,9059,31/03/2022
USA,total,,,25230,31/03/2022
USA,business,Long-term_resident,return,5,31/03/2022
USA,business,Long-term_visitor,arrival,44,31/03/2022
USA,business,Short-term_resident,return,112,31/03/2022
USA,business,Short-term_visitor,arrival,2557,31/03/2022
USA,business,total,,2717,31/03/2022
USA,convention,Long-term_resident,return,1,31/03/2022
USA,convention,Long-term_visitor,arrival,4,31/03/2022
USA,convention,Short-term_resident,return,19,31/03/2022
USA,convention,Short-term_visitor,arrival,269,31/03/2022
USA,convention,total,,293,31/03/2022
USA,education,Long-term_resident,return,0,31/03/2022
USA,education,Long-term_visitor,arrival,73,31/03/2022
USA,education,Short-term_resident,return,3,31/03/2022
USA,education,Short-term_visitor,arrival,73,31/03/2022
USA,education,total,,149,31/03/2022
USA,employment,Long-term_resident,return,2,31/03/2022
USA,employment,Long-term_visitor,arrival,102,31/03/2022
USA,employment,Short-term_resident,return,14,31/03/2022
USA,employment,Short-term_visitor,arrival,228,31/03/2022
USA,employment,total,,346,31/03/2022
USA,exhibition,Long-term_resident,return,0,31/03/2022
USA,exhibition,Long-term_visitor,arrival,0,31/03/2022
USA,exhibition,Short-term_resident,return,0,31/03/2022
USA,exhibition,Short-term_visitor,arrival,10,31/03/2022
USA,exhibition,total,,10,31/03/2022
USA,holiday,Long-term_resident,return,4,31/03/2022
USA,holiday,Long-term_visitor,arrival,24,31/03/2022
USA,holiday,Short-term_resident,return,104,31/03/2022
USA,holiday,Short-term_visitor,arrival,2283,31/03/2022
USA,holiday,total,,2416,31/03/2022
USA,other,Long-term_resident,departure,238,31/03/2022
USA,other,Long-term_resident,return,16,31/03/2022
USA,other,Long-term_visitor,arrival,44,31/03/2022
USA,other,Long-term_visitor,departure,980,31/03/2022
USA,other,Settler_arrival,,129,31/03/2022
USA,other,Short-term_resident,departure,1538,31/03/2022
USA,other,Short-term_resident,return,25,31/03/2022
USA,other,Short-term_visitor,arrival,294,31/03/2022
USA,other,Short-term_visitor,departure,9059,31/03/2022
USA,other,total,,12324,31/03/2022
USA,visit,Long-term_resident,return,42,31/03/2022
USA,visit,Long-term_visitor,arrival,55,31/03/2022
USA,visit,Short-term_resident,return,528,31/03/2022
USA,visit,Short-term_visitor,arrival,6350,31/03/2022
USA,visit,total,,6975,31/03/2022
Vanuatu,Long-term_resident,departure,,0,31/03/2022
Vanuatu,Long-term_resident,return,,0,31/03/2022
Vanuatu,Long-term_visitor,arrival,,21,31/03/2022
Vanuatu,Long-term_visitor,departure,,2,31/03/2022
Vanuatu,Settler_arrival,,,0,31/03/2022
Vanuatu,Short-term_resident,departure,,0,31/03/2022
Vanuatu,Short-term_resident,return,,0,31/03/2022
Vanuatu,Short-term_visitor,arrival,,235,31/03/2022
Vanuatu,Short-term_visitor,departure,,5,31/03/2022
Vanuatu,total,,,263,31/03/2022
Vanuatu,business,Long-term_visitor,arrival,0,31/03/2022
Vanuatu,business,Short-term_visitor,arrival,8,31/03/2022
Vanuatu,business,total,,8,31/03/2022
Vanuatu,convention,Short-term_visitor,arrival,0,31/03/2022
Vanuatu,convention,total,,0,31/03/2022
Vanuatu,education,Long-term_visitor,arrival,0,31/03/2022
Vanuatu,education,Short-term_visitor,arrival,3,31/03/2022
Vanuatu,education,total,,3,31/03/2022
Vanuatu,employment,Long-term_resident,return,0,31/03/2022
Vanuatu,employment,Long-term_visitor,arrival,21,31/03/2022
Vanuatu,employment,Short-term_resident,return,0,31/03/2022
Vanuatu,employment,Short-term_visitor,arrival,210,31/03/2022
Vanuatu,employment,total,,231,31/03/2022
Vanuatu,exhibition,Short-term_visitor,arrival,0,31/03/2022
Vanuatu,exhibition,total,,0,31/03/2022
Vanuatu,holiday,Long-term_visitor,arrival,0,31/03/2022
Vanuatu,holiday,Short-term_visitor,arrival,3,31/03/2022
Vanuatu,holiday,total,,3,31/03/2022
Vanuatu,other,Long-term_resident,departure,0,31/03/2022
Vanuatu,other,Long-term_resident,return,0,31/03/2022
Vanuatu,other,Long-term_visitor,arrival,0,31/03/2022
Vanuatu,other,Long-term_visitor,departure,2,31/03/2022
Vanuatu,other,Settler_arrival,,0,31/03/2022
Vanuatu,other,Short-term_resident,departure,0,31/03/2022
Vanuatu,other,Short-term_visitor,arrival,8,31/03/2022
Vanuatu,other,Short-term_visitor,departure,5,31/03/2022
Vanuatu,other,total,,15,31/03/2022
Vanuatu,visit,Long-term_resident,return,0,31/03/2022
Vanuatu,visit,Long-term_visitor,arrival,0,31/03/2022
Vanuatu,visit,Short-term_resident,return,0,31/03/2022
Vanuatu,visit,Short-term_visitor,arrival,3,31/03/2022
Vanuatu,visit,total,,3,31/03/2022
China,Long-term_resident,departure,,136,31/03/2022
China,Long-term_resident,return,,585,30/04/2022
China,Long-term_visitor,arrival,,1216,30/04/2022
China,Long-term_visitor,departure,,950,30/04/2022
China,Settler_arrival,,,645,30/04/2022
China,Short-term_resident,departure,,1982,30/04/2022
China,Short-term_resident,return,,1235,30/04/2022
China,Short-term_visitor,arrival,,4021,30/04/2022
China,Short-term_visitor,departure,,1160,30/04/2022
China,total,,,11995,30/04/2022
China,business,Long-term_resident,return,41,30/04/2022
China,business,Long-term_visitor,arrival,16,30/04/2022
China,business,Short-term_resident,return,110,30/04/2022
China,business,Short-term_visitor,arrival,272,30/04/2022
China,business,total,,439,30/04/2022
China,convention,Long-term_resident,return,3,30/04/2022
China,convention,Long-term_visitor,arrival,1,30/04/2022
China,convention,Short-term_resident,return,16,30/04/2022
China,convention,Short-term_visitor,arrival,44,30/04/2022
China,convention,total,,64,30/04/2022
China,education,Long-term_resident,return,38,30/04/2022
China,education,Long-term_visitor,arrival,863,30/04/2022
China,education,Short-term_resident,return,58,30/04/2022
China,education,Short-term_visitor,arrival,1084,30/04/2022
China,education,total,,2043,30/04/2022
China,employment,Long-term_resident,return,45,30/04/2022
China,employment,Long-term_visitor,arrival,102,30/04/2022
China,employment,Short-term_resident,return,69,30/04/2022
China,employment,Short-term_visitor,arrival,196,30/04/2022
China,employment,total,,412,30/04/2022
China,exhinbition,Long-term_resident,return,0,30/04/2022
China,exhinbition,Long-term_visitor,arrival,2,30/04/2022
China,exhinbition,Short-term_resident,return,0,30/04/2022
China,exhinbition,Short-term_visitor,arrival,6,30/04/2022
China,exhinbition,total,,8,30/04/2022
China,holiday,Long-term_resident,return,39,30/04/2022
China,holiday,Long-term_visitor,arrival,19,30/04/2022
China,holiday,Short-term_resident,return,505,30/04/2022
China,holiday,Short-term_visitor,arrival,352,30/04/2022
China,holiday,total,,914,30/04/2022
China,other,Long-term_resident,departure,201,30/04/2022
China,other,Long-term_resident,return,109,30/04/2022
China,other,Long-term_visitor,arrival,59,30/04/2022
China,other,Long-term_visitor,departure,950,30/04/2022
China,other,Settler_arrival,,645,30/04/2022
China,other,Short-term_resident,departure,1982,30/04/2022
China,other,Short-term_resident,return,99,30/04/2022
China,other,Short-term_visitor,arrival,577,30/04/2022
China,other,Short-term_visitor,departure,1160,30/04/2022
China,other,total,,5782,30/04/2022
China,visit,Long-term_resident,return,310,30/04/2022
China,visit,Long-term_visitor,arrival,154,30/04/2022
China,visit,Short-term_resident,return,378,30/04/2022
China,visit,Short-term_visitor,arrival,1491,30/04/2022
China,visit,total,,2333,30/04/2022
NewZealand,visit,Long-term_resident,return,486,30/04/2022
NewZealand,visit,Long-term_visitor,arrival,84,30/04/2022
NewZealand,visit,Short-term_resident,return,20269,30/04/2022
NewZealand,visit,Short-term_visitor,arrival,26373,30/04/2022
NewZealand,visit,total,,47213,30/04/2022
NewZealand,other,Long-term_resident,departure,1430,30/04/2022
NewZealand,other,Long-term_resident,return,364,30/04/2022
NewZealand,other,Long-term_visitor,arrival,36,30/04/2022
NewZealand,other,Settler_arrival,,736,30/04/2022
NewZealand,other,Short-term_resident,departure,30966,30/04/2022
NewZealand,other,Short-term_resident,return,1259,30/04/2022
NewZealand,other,Short-term_visitor,arrival,958,30/04/2022
NewZealand,other,Short-term_visitor,departure,33524,30/04/2022
NewZealand,other,total,,69273,30/04/2022
NewZealand,holiday,Long-term_resident,return,75,30/04/2022
NewZealand,holiday,Long-term_visitor,arrival,10,30/04/2022
NewZealand,holiday,Short-term_resident,return,3285,30/04/2022
NewZealand,holiday,Short-term_visitor,arrival,5766,30/04/2022
NewZealand,holiday,total,,9137,30/04/2022
NewZealand,exhibition,Long-term_resident,return,5,30/04/2022
NewZealand,exhibition,Long-term_visitor,arrival,0,30/04/2022
NewZealand,exhibition,Short-term_resident,return,5,30/04/2022
NewZealand,exhibition,Short-term_visitor,arrival,27,30/04/2022
NewZealand,exhibition,total,,37,30/04/2022
NewZealand,employment,Long-term_resident,return,542,30/04/2022
NewZealand,employment,Long-term_visitor,arrival,145,30/04/2022
NewZealand,employment,Short-term_resident,return,763,30/04/2022
NewZealand,employment,Short-term_visitor,arrival,864,30/04/2022
NewZealand,employment,total,,2314,30/04/2022
NewZealand,education,Long-term_resident,return,36,30/04/2022
NewZealand,education,Long-term_visitor,arrival,48,30/04/2022
NewZealand,education,Short-term_resident,return,106,30/04/2022
NewZealand,education,Short-term_visitor,arrival,162,30/04/2022
NewZealand,education,total,,353,30/04/2022
NewZealand,convention,Long-term_resident,return,2,30/04/2022
NewZealand,convention,Long-term_visitor,arrival,0,30/04/2022
NewZealand,convention,Short-term_resident,return,147,30/04/2022
NewZealand,convention,Short-term_visitor,arrival,453,30/04/2022
NewZealand,convention,total,,603,30/04/2022
NewZealand,business,Long-term_resident,return,36,30/04/2022
NewZealand,business,Long-term_visitor,arrival,12,30/04/2022
NewZealand,business,Short-term_resident,return,984,30/04/2022
NewZealand,business,Short-term_visitor,arrival,3038,30/04/2022
NewZealand,business,total,,4070,30/04/2022
NewZealand,Long-term_resident,departure,,1430,30/04/2022
NewZealand,Long-term_resident,return,,1546,30/04/2022
NewZealand,Long-term_visitor,arrival,,335,30/04/2022
NewZealand,Settler_arrival,,,736,30/04/2022
NewZealand,Short-term_resident,departure,,30966,30/04/2022
NewZealand,Short-term_resident,return,,26819,30/04/2022
NewZealand,Short-term_visitor,arrival,,37642,30/04/2022
NewZealand,Short-term_visitor,departure,,33524,30/04/2022
NewZealand,total,,,132998,30/04/2022
UK,Long-term_resident,departure,,575,30/04/2022
UK,Long-term_resident,return,,218,30/04/2022
UK,Long-term_visitor,arrival,,1427,30/04/2022
UK,Long-term_visitor,departure,,2356,30/04/2022
UK,Settler_arrival,,,419,30/04/2022
UK,Short-term_resident,departure,,7782,30/04/2022
UK,Short-term_resident,return,,5553,30/04/2022
UK,Short-term_visitor,arrival,,28870,30/04/2022
UK,Short-term_visitor,departure,,29157,30/04/2022
UK,total,,,76357,30/04/2022
UK,business,Long-term_resident,return,5,30/04/2022
UK,business,Long-term_visitor,arrival,47,30/04/2022
UK,business,Short-term_resident,return,390,30/04/2022
UK,business,Short-term_visitor,arrival,2023,30/04/2022
UK,business,total,,2465,30/04/2022
UK,convention,Long-term_resident,return,1,30/04/2022
UK,convention,Long-term_visitor,arrival,1,30/04/2022
UK,convention,Short-term_resident,return,64,30/04/2022
UK,convention,Short-term_visitor,arrival,147,30/04/2022
UK,convention,total,,213,30/04/2022
UK,education,Long-term_resident,return,2,30/04/2022
UK,education,Long-term_visitor,arrival,109,30/04/2022
UK,education,Short-term_resident,return,0,30/04/2022
UK,education,Short-term_visitor,arrival,83,30/04/2022
UK,education,total,,194,30/04/2022
UK,employment,Long-term_resident,return,27,30/04/2022
UK,employment,Long-term_visitor,arrival,646,30/04/2022
UK,employment,Short-term_resident,return,135,30/04/2022
UK,employment,Short-term_visitor,arrival,646,30/04/2022
UK,employment,total,,1454,30/04/2022
UK,exhibition,Long-term_visitor,arrival,1,30/04/2022
UK,exhibition,Short-term_resident,return,0,30/04/2022
UK,exhibition,Short-term_visitor,arrival,15,30/04/2022
UK,exhibition,total,,16,30/04/2022
UK,holiday,Long-term_resident,return,24,30/04/2022
UK,holiday,Long-term_visitor,arrival,237,30/04/2022
UK,holiday,Short-term_resident,return,1353,30/04/2022
UK,holiday,Short-term_visitor,arrival,4242,30/04/2022
UK,holiday,total,,5856,30/04/2022
UK,other,Long-term_resident,departure,575,30/04/2022
UK,other,Long-term_resident,return,36,30/04/2022
UK,other,Long-term_visitor,arrival,144,30/04/2022
UK,other,Long-term_visitor,departure,2356,30/04/2022
UK,other,Settler_arrival,,419,30/04/2022
UK,other,Short-term_resident,departure,7782,30/04/2022
UK,other,Short-term_resident,return,195,30/04/2022
UK,other,Short-term_visitor,arrival,330,30/04/2022
UK,other,Short-term_visitor,departure,29157,30/04/2022
UK,other,total,,40994,30/04/2022
UK,visit,Long-term_resident,return,123,30/04/2022
UK,visit,Long-term_visitor,arrival,242,30/04/2022
UK,visit,Short-term_resident,return,3416,30/04/2022
UK,visit,Short-term_visitor,arrival,21384,30/04/2022
UK,visit,total,,25166,30/04/2022
France,Long-term_resident,departure,,47,30/04/2022
France,Long-term_resident,return,,19,30/04/2022
France,Long-term_visitor,arrival,,326,30/04/2022
France,Long-term_visitor,departure,,614,30/04/2022
France,Settler_arrival,,,34,30/04/2022
France,Short-term_resident,departure,,628,30/04/2022
France,Short-term_resident,return,,392,30/04/2022
France,Short-term_visitor,arrival,,6837,30/04/2022
France,Short-term_visitor,departure,,5286,30/04/2022
France,total,,,14183,30/04/2022
France,business,Long-term_resident,return,1,30/04/2022
France,business,Long-term_visitor,arrival,10,30/04/2022
France,business,Short-term_resident,return,48,30/04/2022
France,business,Short-term_visitor,arrival,556,30/04/2022
France,business,total,,615,30/04/2022
France,convention,Long-term_resident,return,0,30/04/2022
France,convention,Long-term_visitor,arrival,1,30/04/2022
France,convention,Short-term_resident,return,8,30/04/2022
France,convention,Short-term_visitor,arrival,41,30/04/2022
France,convention,total,,50,30/04/2022
France,education,Long-term_resident,return,0,30/04/2022
France,education,Long-term_visitor,arrival,48,30/04/2022
France,education,Short-term_resident,return,1,30/04/2022
France,education,Short-term_visitor,arrival,100,30/04/2022
France,education,total,,149,30/04/2022
France,employment,Long-term_resident,return,2,30/04/2022
France,employment,Long-term_visitor,arrival,110,30/04/2022
France,employment,Short-term_resident,return,13,30/04/2022
France,employment,Short-term_visitor,arrival,322,30/04/2022
France,employment,total,,447,30/04/2022
France,exhibition,Long-term_visitor,arrival,0,30/04/2022
France,exhibition,Short-term_visitor,arrival,11,30/04/2022
France,exhibition,total,,11,30/04/2022
France,holiday,Long-term_resident,return,3,30/04/2022
France,holiday,Long-term_visitor,arrival,100,30/04/2022
France,holiday,Short-term_resident,return,113,30/04/2022
France,holiday,Short-term_visitor,arrival,3670,30/04/2022
France,holiday,total,,3886,30/04/2022
France,other,Long-term_resident,departure,47,30/04/2022
France,other,Long-term_resident,return,4,30/04/2022
France,other,Long-term_visitor,arrival,24,30/04/2022
France,other,Long-term_visitor,departure,614,30/04/2022
France,other,Settler_arrival,,34,30/04/2022
France,other,Short-term_resident,departure,628,30/04/2022
France,other,Short-term_resident,return,18,30/04/2022
France,other,Short-term_visitor,arrival,285,30/04/2022
France,other,Short-term_visitor,departure,5286,30/04/2022
France,other,total,,6939,30/04/2022
France,visit,Long-term_resident,return,9,30/04/2022
France,visit,Long-term_visitor,arrival,33,30/04/2022
France,visit,Short-term_resident,return,192,30/04/2022
France,visit,Short-term_visitor,arrival,1852,30/04/2022
France,visit,total,,2085,30/04/2022
India,Long-term_resident,departure,,912,30/04/2022
India,Long-term_resident,return,,553,30/04/2022
India,Long-term_visitor,arrival,,7274,30/04/2022
India,Long-term_visitor,departure,,11981,30/04/2022
India,Settler_arrival,,,1330,30/04/2022
India,Short-term_resident,departure,,12719,30/04/2022
India,Short-term_resident,return,,8761,30/04/2022
India,Short-term_visitor,arrival,,27476,30/04/2022
India,Short-term_visitor,departure,,6461,30/04/2022
India,total,,,77467,30/04/2022
India,business,Long-term_resident,return,19,30/04/2022
India,business,Long-term_visitor,arrival,42,30/04/2022
India,business,Short-term_resident,return,149,30/04/2022
India,business,Short-term_visitor,arrival,563,30/04/2022
India,business,total,,773,30/04/2022
India,convention,Long-term_resident,return,3,30/04/2022
India,convention,Long-term_visitor,arrival,40,30/04/2022
India,convention,Short-term_resident,return,86,30/04/2022
India,convention,Short-term_visitor,arrival,761,30/04/2022
India,convention,total,,891,30/04/2022
India,education,Long-term_resident,return,23,30/04/2022
India,education,Long-term_visitor,arrival,2429,30/04/2022
India,education,Short-term_resident,return,128,30/04/2022
India,education,Short-term_visitor,arrival,1399,30/04/2022
India,education,total,,3979,30/04/2022
India,employment,Long-term_resident,return,107,30/04/2022
India,employment,Long-term_visitor,arrival,2130,30/04/2022
India,employment,Short-term_resident,return,1070,30/04/2022
India,employment,Short-term_visitor,arrival,1660,30/04/2022
India,employment,total,,4967,30/04/2022
India,exhibition,Long-term_resident,return,0,30/04/2022
India,exhibition,Long-term_visitor,arrival,8,30/04/2022
India,exhibition,Short-term_resident,return,9,30/04/2022
India,exhibition,Short-term_visitor,arrival,20,30/04/2022
India,exhibition,total,,37,30/04/2022
India,holiday,Long-term_resident,return,15,30/04/2022
India,holiday,Long-term_visitor,arrival,94,30/04/2022
India,holiday,Short-term_resident,return,859,30/04/2022
India,holiday,Short-term_visitor,arrival,909,30/04/2022
India,holiday,total,,1877,30/04/2022
India,other,Long-term_resident,departure,912,30/04/2022
India,other,Long-term_resident,return,186,30/04/2022
India,other,Long-term_visitor,arrival,748,30/04/2022
India,other,Long-term_visitor,departure,11981,30/04/2022
India,other,Settler_arrival,,1330,30/04/2022
India,other,Short-term_resident,departure,12719,30/04/2022
India,other,Short-term_resident,return,996,30/04/2022
India,other,Short-term_visitor,arrival,1159,30/04/2022
India,other,Short-term_visitor,departure,6461,30/04/2022
India,other,total,,36492,30/04/2022
India,visit,Long-term_resident,return,200,30/04/2022
India,visit,Long-term_visitor,arrival,1783,30/04/2022
India,visit,Short-term_resident,return,5464,30/04/2022
India,visit,Short-term_visitor,arrival,21006,30/04/2022
India,visit,total,,28453,30/04/2022
Philippines,Long-term_resident,departure,,92,30/04/2022
Philippines,Long-term_resident,return,,89,30/04/2022
Philippines,Long-term_visitor,arrival,,1280,30/04/2022
Philippines,Long-term_visitor,departure,,1505,30/04/2022
Philippines,Settler_arrival,,,349,30/04/2022
Philippines,Short-term_resident,departure,,2062,30/04/2022
Philippines,Short-term_resident,return,,953,30/04/2022
Philippines,Short-term_visitor,arrival,,3711,30/04/2022
Philippines,Short-term_visitor,departure,,995,30/04/2022
Philippines,total,,,11035,30/04/2022
Philippines,business,Long-term_resident,return,1,30/04/2022
Philippines,business,Long-term_visitor,arrival,4,30/04/2022
Philippines,business,Short-term_resident,return,13,30/04/2022
Philippines,business,Short-term_visitor,arrival,142,30/04/2022
Philippines,business,total,,160,30/04/2022
Philippines,convention,Long-term_visitor,arrival,0,30/04/2022
Philippines,convention,Short-term_resident,return,3,30/04/2022
Philippines,convention,Short-term_visitor,arrival,70,30/04/2022
Philippines,convention,total,,73,30/04/2022
Philippines,education,Long-term_resident,return,1,30/04/2022
Philippines,education,Long-term_visitor,arrival,683,30/04/2022
Philippines,education,Short-term_resident,return,4,30/04/2022
Philippines,education,Short-term_visitor,arrival,185,30/04/2022
Philippines,education,total,,873,30/04/2022
Philippines,employment,Long-term_resident,return,7,30/04/2022
Philippines,employment,Long-term_visitor,arrival,373,30/04/2022
Philippines,employment,Short-term_resident,return,81,30/04/2022
Philippines,employment,Short-term_visitor,arrival,951,30/04/2022
Philippines,employment,total,,1413,30/04/2022
Philippines,exhibition,Long-term_visitor,arrival,0,30/04/2022
Philippines,exhibition,Short-term_resident,return,0,30/04/2022
Philippines,exhibition,Short-term_visitor,arrival,7,30/04/2022
Philippines,exhibition,total,,7,30/04/2022
Philippines,holiday,Long-term_resident,return,8,30/04/2022
Philippines,holiday,Long-term_visitor,arrival,10,30/04/2022
Philippines,holiday,Short-term_resident,return,210,30/04/2022
Philippines,holiday,Short-term_visitor,arrival,342,30/04/2022
Philippines,holiday,total,,570,30/04/2022
Philippines,other,Long-term_resident,departure,92,30/04/2022
Philippines,other,Long-term_resident,return,33,30/04/2022
Philippines,other,Long-term_visitor,arrival,99,30/04/2022
Philippines,other,Long-term_visitor,departure,1505,30/04/2022
Philippines,other,Settler_arrival,,349,30/04/2022
Philippines,other,Short-term_resident,departure,2062,30/04/2022
Philippines,other,Short-term_resident,return,125,30/04/2022
Philippines,other,Short-term_visitor,arrival,555,30/04/2022
Philippines,other,Short-term_visitor,departure,995,30/04/2022
Philippines,other,total,,5815,30/04/2022
Philippines,visit,Long-term_resident,return,39,30/04/2022
Philippines,visit,Long-term_visitor,arrival,111,30/04/2022
Philippines,visit,Short-term_resident,return,517,30/04/2022
Philippines,visit,Short-term_visitor,arrival,1459,30/04/2022
Philippines,visit,total,,2126,30/04/2022
Samoa,Long-term_resident,departure,,0,30/04/2022
Samoa,Long-term_resident,return,,0,30/04/2022
Samoa,Long-term_visitor,arrival,,90,30/04/2022
Samoa,Long-term_visitor,departure,,22,30/04/2022
Samoa,Settler_arrival,,,1,30/04/2022
Samoa,Short-term_resident,departure,,8,30/04/2022
Samoa,Short-term_resident,return,,1,30/04/2022
Samoa,Short-term_visitor,arrival,,123,30/04/2022
Samoa,Short-term_visitor,departure,,37,30/04/2022
Samoa,total,,,282,30/04/2022
Samoa,business,Long-term_resident,return,0,30/04/2022
Samoa,business,Long-term_visitor,arrival,0,30/04/2022
Samoa,business,Short-term_visitor,arrival,2,30/04/2022
Samoa,business,total,,3,30/04/2022
Samoa,convention,Long-term_visitor,arrival,0,30/04/2022
Samoa,convention,Short-term_visitor,arrival,0,30/04/2022
Samoa,convention,total,,0,30/04/2022
Samoa,education,Long-term_visitor,arrival,5,30/04/2022
Samoa,education,Short-term_resident,return,0,30/04/2022
Samoa,education,Short-term_visitor,arrival,2,30/04/2022
Samoa,education,total,,7,30/04/2022
Samoa,employment,Long-term_visitor,arrival,59,30/04/2022
Samoa,employment,Short-term_visitor,arrival,94,30/04/2022
Samoa,employment,total,,153,30/04/2022
Samoa,exhibition,Long-term_visitor,arrival,1,30/04/2022
Samoa,exhibition,Short-term_visitor,arrival,0,30/04/2022
Samoa,exhibition,total,,1,30/04/2022
Samoa,holiday,Long-term_resident,return,0,30/04/2022
Samoa,holiday,Short-term_resident,return,0,30/04/2022
Samoa,holiday,Short-term_visitor,arrival,2,30/04/2022
Samoa,holiday,total,,2,30/04/2022
Samoa,other,Long-term_resident,departure,0,30/04/2022
Samoa,other,Long-term_visitor,arrival,21,30/04/2022
Samoa,other,Long-term_visitor,departure,22,30/04/2022
Samoa,other,Settler_arrival,,1,30/04/2022
Samoa,other,Short-term_resident,departure,8,30/04/2022
Samoa,other,Short-term_resident,return,0,30/04/2022
Samoa,other,Short-term_visitor,arrival,10,30/04/2022
Samoa,other,Short-term_visitor,departure,37,30/04/2022
Samoa,other,total,,99,30/04/2022
Samoa,visit,Long-term_resident,return,0,30/04/2022
Samoa,visit,Long-term_visitor,arrival,2,30/04/2022
Samoa,visit,Short-term_resident,return,1,30/04/2022
Samoa,visit,Short-term_visitor,arrival,12,30/04/2022
Samoa,visit,total,,15,30/04/2022
SouthAfrica,Long-term_resident,departure,,84,30/04/2022
SouthAfrica,Long-term_resident,return,,45,30/04/2022
SouthAfrica,Long-term_visitor,arrival,,468,30/04/2022
SouthAfrica,Long-term_visitor,departure,,228,30/04/2022
SouthAfrica,Settler_arrival,,,187,30/04/2022
SouthAfrica,Short-term_resident,departure,,1112,30/04/2022
SouthAfrica,Short-term_resident,return,,892,30/04/2022
SouthAfrica,Short-term_visitor,arrival,,1938,30/04/2022
SouthAfrica,Short-term_visitor,departure,,1236,30/04/2022
SouthAfrica,total,,,6190,30/04/2022
SouthAfrica,business,Long-term_resident,return,2,30/04/2022
SouthAfrica,business,Long-term_visitor,arrival,11,30/04/2022
SouthAfrica,business,Short-term_resident,return,68,30/04/2022
SouthAfrica,business,Short-term_visitor,arrival,127,30/04/2022
SouthAfrica,business,total,,208,30/04/2022
SouthAfrica,convention,Long-term_visitor,arrival,1,30/04/2022
SouthAfrica,convention,Short-term_resident,return,3,30/04/2022
SouthAfrica,convention,Short-term_visitor,arrival,28,30/04/2022
SouthAfrica,convention,total,,32,30/04/2022
SouthAfrica,education,Long-term_resident,return,2,30/04/2022
SouthAfrica,education,Long-term_visitor,arrival,54,30/04/2022
SouthAfrica,education,Short-term_resident,return,4,30/04/2022
SouthAfrica,education,Short-term_visitor,arrival,18,30/04/2022
SouthAfrica,education,total,,78,30/04/2022
SouthAfrica,employment,Long-term_resident,return,3,30/04/2022
SouthAfrica,employment,Long-term_visitor,arrival,188,30/04/2022
SouthAfrica,employment,Short-term_resident,return,19,30/04/2022
SouthAfrica,employment,Short-term_visitor,arrival,54,30/04/2022
SouthAfrica,employment,total,,264,30/04/2022
SouthAfrica,exhibition,Long-term_visitor,arrival,0,30/04/2022
SouthAfrica,exhibition,Short-term_resident,return,0,30/04/2022
SouthAfrica,exhibition,Short-term_visitor,arrival,0,30/04/2022
SouthAfrica,exhibition,total,,0,30/04/2022
SouthAfrica,holiday,Long-term_resident,return,4,30/04/2022
SouthAfrica,holiday,Long-term_visitor,arrival,22,30/04/2022
SouthAfrica,holiday,Short-term_resident,return,180,30/04/2022
SouthAfrica,holiday,Short-term_visitor,arrival,91,30/04/2022
SouthAfrica,holiday,total,,297,30/04/2022
SouthAfrica,other,Long-term_resident,departure,84,30/04/2022
SouthAfrica,other,Long-term_resident,return,5,30/04/2022
SouthAfrica,other,Long-term_visitor,arrival,104,30/04/2022
SouthAfrica,other,Long-term_visitor,departure,228,30/04/2022
SouthAfrica,other,Settler_arrival,,187,30/04/2022
SouthAfrica,other,Short-term_resident,departure,1112,30/04/2022
SouthAfrica,other,Short-term_resident,return,33,30/04/2022
SouthAfrica,other,Short-term_visitor,arrival,30,30/04/2022
SouthAfrica,other,Short-term_visitor,departure,1236,30/04/2022
SouthAfrica,other,total,,3020,30/04/2022
SouthAfrica,visit,Long-term_resident,return,29,30/04/2022
SouthAfrica,visit,Long-term_visitor,arrival,88,30/04/2022
SouthAfrica,visit,Short-term_resident,return,586,30/04/2022
SouthAfrica,visit,Short-term_visitor,arrival,1591,30/04/2022
SouthAfrica,visit,total,,2293,30/04/2022
USA,Long-term_resident,departure,,265,30/04/2022
USA,Long-term_resident,return,,59,30/04/2022
USA,Long-term_visitor,arrival,,471,30/04/2022
USA,Long-term_visitor,departure,,1296,30/04/2022
USA,Settler_arrival,,,142,30/04/2022
USA,Short-term_resident,departure,,2510,30/04/2022
USA,Short-term_resident,return,,1447,30/04/2022
USA,Short-term_visitor,arrival,,15031,30/04/2022
USA,Short-term_visitor,departure,,14049,30/04/2022
USA,total,,,35270,30/04/2022
USA,business,Long-term_resident,return,5,30/04/2022
USA,business,Long-term_visitor,arrival,29,30/04/2022
USA,business,Short-term_resident,return,157,30/04/2022
USA,business,Short-term_visitor,arrival,2436,30/04/2022
USA,business,total,,2627,30/04/2022
USA,convention,Long-term_resident,return,0,30/04/2022
USA,convention,Long-term_visitor,arrival,3,30/04/2022
USA,convention,Short-term_resident,return,43,30/04/2022
USA,convention,Short-term_visitor,arrival,285,30/04/2022
USA,convention,total,,332,30/04/2022
USA,education,Long-term_resident,return,0,30/04/2022
