country,purpose,type,purpose_type,values,date
China,Long-term_resident,return,,297,31/07/2021
China,Long-term_visitor,arrival,,152,31/07/2021
China,Long-term_visitor,departure,,3663,31/07/2021
China,Settler_arrival,,,479,31/07/2021
China,Short-term_resident,departure,,951,31/07/2021
China,Short-term_resident,return,,335,31/07/2021
China,Short-term_visitor,arrival,,274,31/07/2021
China,Short-term_visitor,departure,,111,31/07/2021
China,total,,,6572,31/07/2021
China,business,Long-term_resident,return,17,31/07/2021
China,business,Long-term_visitor,arrival,14,31/07/2021
China,business,Short-term_resident,return,39,31/07/2021
China,business,Short-term_visitor,arrival,38,31/07/2021
China,business,total,,108,31/07/2021
China,convention,Long-term_resident,return,6,31/07/2021
China,convention,Long-term_visitor,arrival,0,31/07/2021
China,convention,Short-term_resident,return,0,31/07/2021
China,convention,Short-term_visitor,arrival,2,31/07/2021
China,convention,total,,8,31/07/2021
China,education,Long-term_resident,return,17,31/07/2021
China,education,Long-term_visitor,arrival,79,31/07/2021
China,education,Short-term_resident,return,19,31/07/2021
China,education,Short-term_visitor,arrival,52,31/07/2021
China,education,total,,167,31/07/2021
China,employment,Long-term_resident,return,49,31/07/2021
China,employment,Long-term_visitor,arrival,19,31/07/2021
China,employment,Short-term_resident,return,29,31/07/2021
China,employment,Short-term_visitor,arrival,16,31/07/2021
China,employment,total,,113,31/07/2021
China,exhinbition,Long-term_resident,return,0,31/07/2021
China,exhinbition,Long-term_visitor,arrival,2,31/07/2021
China,exhinbition,Short-term_resident,return,0,31/07/2021
China,exhinbition,Short-term_visitor,arrival,1,31/07/2021
China,exhinbition,total,,3,31/07/2021
China,holiday,Long-term_resident,return,1,31/07/2021
China,holiday,Long-term_visitor,arrival,0,31/07/2021
China,holiday,Short-term_resident,return,87,31/07/2021
China,holiday,Short-term_visitor,arrival,17,31/07/2021
China,holiday,total,,105,31/07/2021
China,other,Long-term_resident,departure,310,31/07/2021
China,other,Long-term_resident,return,83,31/07/2021
China,other,Long-term_visitor,arrival,15,31/07/2021
China,other,Long-term_visitor,departure,3663,31/07/2021
China,other,Settler_arrival,,479,31/07/2021
China,other,Short-term_resident,departure,951,31/07/2021
China,other,Short-term_resident,return,44,31/07/2021
China,other,Short-term_visitor,arrival,39,31/07/2021
China,other,Short-term_visitor,departure,111,31/07/2021
China,other,total,,5695,31/07/2021
China,visit,Long-term_resident,return,124,31/07/2021
China,visit,Long-term_visitor,arrival,23,31/07/2021
China,visit,Short-term_resident,return,116,31/07/2021
China,visit,Short-term_visitor,arrival,109,31/07/2021
China,visit,total,,373,31/07/2021
NewZealand,visit,Long-term_resident,return,264,31/07/2021
NewZealand,visit,Long-term_visitor,arrival,65,31/07/2021
NewZealand,visit,Short-term_resident,return,11082,31/07/2021
NewZealand,visit,Short-term_visitor,arrival,7537,31/07/2021
NewZealand,visit,total,,18948,31/07/2021
NewZealand,other,Long-term_resident,departure,1286,31/07/2021
NewZealand,other,Long-term_resident,return,241,31/07/2021
NewZealand,other,Long-term_visitor,arrival,56,31/07/2021
NewZealand,other,Settler_arrival,,398,31/07/2021
NewZealand,other,Short-term_resident,departure,10226,31/07/2021
NewZealand,other,Short-term_resident,return,671,31/07/2021
NewZealand,other,Short-term_visitor,arrival,386,31/07/2021
NewZealand,other,Short-term_visitor,departure,21213,31/07/2021
NewZealand,other,total,,34478,31/07/2021
NewZealand,holiday,Long-term_resident,return,22,31/07/2021
NewZealand,holiday,Long-term_visitor,arrival,12,31/07/2021
NewZealand,holiday,Short-term_resident,return,1156,31/07/2021
NewZealand,holiday,Short-term_visitor,arrival,2107,31/07/2021
NewZealand,holiday,total,,3297,31/07/2021
NewZealand,exhibition,Long-term_resident,return,7,31/07/2021
NewZealand,exhibition,Long-term_visitor,arrival,0,31/07/2021
NewZealand,exhibition,Short-term_resident,return,9,31/07/2021
NewZealand,exhibition,Short-term_visitor,arrival,1,31/07/2021
NewZealand,exhibition,total,,17,31/07/2021
NewZealand,employment,Long-term_resident,return,321,31/07/2021
NewZealand,employment,Long-term_visitor,arrival,119,31/07/2021
NewZealand,employment,Short-term_resident,return,496,31/07/2021
NewZealand,employment,Short-term_visitor,arrival,563,31/07/2021
NewZealand,employment,total,,1499,31/07/2021
NewZealand,education,Long-term_resident,return,36,31/07/2021
NewZealand,education,Long-term_visitor,arrival,61,31/07/2021
NewZealand,education,Short-term_resident,return,93,31/07/2021
NewZealand,education,Short-term_visitor,arrival,255,31/07/2021
NewZealand,education,total,,445,31/07/2021
NewZealand,convention,Long-term_resident,return,2,31/07/2021
NewZealand,convention,Long-term_visitor,arrival,0,31/07/2021
NewZealand,convention,Short-term_resident,return,23,31/07/2021
NewZealand,convention,Short-term_visitor,arrival,43,31/07/2021
NewZealand,convention,total,,68,31/07/2021
NewZealand,business,Long-term_resident,return,30,31/07/2021
NewZealand,business,Long-term_visitor,arrival,11,31/07/2021
NewZealand,business,Short-term_resident,return,267,31/07/2021
NewZealand,business,Short-term_visitor,arrival,712,31/07/2021
NewZealand,business,total,,1019,31/07/2021
NewZealand,Long-term_resident,departure,,1286,31/07/2021
NewZealand,Long-term_resident,return,,923,31/07/2021
NewZealand,Long-term_visitor,arrival,,324,31/07/2021
NewZealand,Settler_arrival,,,398,31/07/2021
NewZealand,Short-term_resident,departure,,10226,31/07/2021
NewZealand,Short-term_resident,return,,13797,31/07/2021
NewZealand,Short-term_visitor,arrival,,11604,31/07/2021
NewZealand,Short-term_visitor,departure,,21213,31/07/2021
NewZealand,total,,,59772,31/07/2021
UK,Long-term_resident,departure,,117,31/07/2021
UK,Long-term_resident,return,,110,31/07/2021
UK,Long-term_visitor,arrival,,270,31/07/2021
UK,Long-term_visitor,departure,,956,31/07/2021
UK,Settler_arrival,,,176,31/07/2021
UK,Short-term_resident,departure,,738,31/07/2021
UK,Short-term_resident,return,,452,31/07/2021
UK,Short-term_visitor,arrival,,745,31/07/2021
UK,Short-term_visitor,departure,,875,31/07/2021
UK,total,,,4439,31/07/2021
UK,business,Long-term_resident,return,4,31/07/2021
UK,business,Long-term_visitor,arrival,15,31/07/2021
UK,business,Short-term_resident,return,56,31/07/2021
UK,business,Short-term_visitor,arrival,81,31/07/2021
UK,business,total,,156,31/07/2021
UK,convention,Long-term_resident,return,0,31/07/2021
UK,convention,Long-term_visitor,arrival,0,31/07/2021
UK,convention,Short-term_resident,return,3,31/07/2021
UK,convention,Short-term_visitor,arrival,2,31/07/2021
UK,convention,total,,5,31/07/2021
UK,education,Long-term_resident,return,2,31/07/2021
UK,education,Long-term_visitor,arrival,13,31/07/2021
UK,education,Short-term_resident,return,2,31/07/2021
UK,education,Short-term_visitor,arrival,4,31/07/2021
UK,education,total,,21,31/07/2021
UK,employment,Long-term_resident,return,23,31/07/2021
UK,employment,Long-term_visitor,arrival,142,31/07/2021
UK,employment,Short-term_resident,return,36,31/07/2021
UK,employment,Short-term_visitor,arrival,96,31/07/2021
UK,employment,total,,296,31/07/2021
UK,exhibition,Long-term_visitor,arrival,0,31/07/2021
UK,exhibition,Short-term_resident,return,0,31/07/2021
UK,exhibition,Short-term_visitor,arrival,0,31/07/2021
UK,exhibition,total,,0,31/07/2021
UK,holiday,Long-term_resident,return,2,31/07/2021
UK,holiday,Long-term_visitor,arrival,30,31/07/2021
UK,holiday,Short-term_resident,return,160,31/07/2021
UK,holiday,Short-term_visitor,arrival,128,31/07/2021
UK,holiday,total,,320,31/07/2021
UK,other,Long-term_resident,departure,117,31/07/2021
UK,other,Long-term_resident,return,48,31/07/2021
UK,other,Long-term_visitor,arrival,49,31/07/2021
UK,other,Long-term_visitor,departure,956,31/07/2021
UK,other,Settler_arrival,,176,31/07/2021
UK,other,Short-term_resident,departure,738,31/07/2021
UK,other,Short-term_resident,return,35,31/07/2021
UK,other,Short-term_visitor,arrival,64,31/07/2021
UK,other,Short-term_visitor,departure,875,31/07/2021
UK,other,total,,3058,31/07/2021
UK,visit,Long-term_resident,return,31,31/07/2021
UK,visit,Long-term_visitor,arrival,21,31/07/2021
UK,visit,Short-term_resident,return,161,31/07/2021
UK,visit,Short-term_visitor,arrival,370,31/07/2021
UK,visit,total,,583,31/07/2021
France,Long-term_resident,departure,,20,31/07/2021
France,Long-term_resident,return,,12,31/07/2021
France,Long-term_visitor,arrival,,86,31/07/2021
France,Long-term_visitor,departure,,382,31/07/2021
France,Settler_arrival,,,11,31/07/2021
France,Short-term_resident,departure,,76,31/07/2021
France,Short-term_resident,return,,24,31/07/2021
France,Short-term_visitor,arrival,,192,31/07/2021
France,Short-term_visitor,departure,,248,31/07/2021
France,total,,,1051,31/07/2021
France,business,Long-term_resident,return,3,31/07/2021
France,business,Long-term_visitor,arrival,11,31/07/2021
France,business,Short-term_resident,return,2,31/07/2021
France,business,Short-term_visitor,arrival,31,31/07/2021
France,business,total,,47,31/07/2021
France,convention,Long-term_resident,return,0,31/07/2021
France,convention,Long-term_visitor,arrival,0,31/07/2021
France,convention,Short-term_resident,return,0,31/07/2021
France,convention,Short-term_visitor,arrival,1,31/07/2021
France,convention,total,,1,31/07/2021
France,education,Long-term_resident,return,1,31/07/2021
France,education,Long-term_visitor,arrival,11,31/07/2021
France,education,Short-term_resident,return,0,31/07/2021
France,education,Short-term_visitor,arrival,0,31/07/2021
France,education,total,,12,31/07/2021
France,employment,Long-term_resident,return,2,31/07/2021
France,employment,Long-term_visitor,arrival,28,31/07/2021
France,employment,Short-term_resident,return,1,31/07/2021
France,employment,Short-term_visitor,arrival,24,31/07/2021
France,employment,total,,55,31/07/2021
France,exhibition,Long-term_visitor,arrival,0,31/07/2021
France,exhibition,Short-term_visitor,arrival,0,31/07/2021
France,exhibition,total,,0,31/07/2021
France,holiday,Long-term_resident,return,0,31/07/2021
France,holiday,Long-term_visitor,arrival,9,31/07/2021
France,holiday,Short-term_resident,return,10,31/07/2021
France,holiday,Short-term_visitor,arrival,39,31/07/2021
France,holiday,total,,58,31/07/2021
France,other,Long-term_resident,departure,20,31/07/2021
France,other,Long-term_resident,return,3,31/07/2021
France,other,Long-term_visitor,arrival,20,31/07/2021
France,other,Long-term_visitor,departure,382,31/07/2021
France,other,Settler_arrival,,11,31/07/2021
France,other,Short-term_resident,departure,76,31/07/2021
France,other,Short-term_resident,return,1,31/07/2021
France,other,Short-term_visitor,arrival,59,31/07/2021
France,other,Short-term_visitor,departure,248,31/07/2021
France,other,total,,820,31/07/2021
France,visit,Long-term_resident,return,3,31/07/2021
France,visit,Long-term_visitor,arrival,7,31/07/2021
France,visit,Short-term_resident,return,9,31/07/2021
France,visit,Short-term_visitor,arrival,37,31/07/2021
France,visit,total,,57,31/07/2021
India,Long-term_resident,departure,,61,31/07/2021
India,Long-term_resident,return,,356,31/07/2021
India,Long-term_visitor,arrival,,114,31/07/2021
India,Long-term_visitor,departure,,1123,31/07/2021
India,Settler_arrival,,,524,31/07/2021
India,Short-term_resident,departure,,257,31/07/2021
India,Short-term_resident,return,,337,31/07/2021
India,Short-term_visitor,arrival,,445,31/07/2021
India,Short-term_visitor,departure,,103,31/07/2021
India,total,,,3320,31/07/2021
India,business,Long-term_resident,return,1,31/07/2021
India,business,Long-term_visitor,arrival,0,31/07/2021
India,business,Short-term_resident,return,5,31/07/2021
India,business,Short-term_visitor,arrival,7,31/07/2021
India,business,total,,13,31/07/2021
India,convention,Long-term_resident,return,0,31/07/2021
India,convention,Long-term_visitor,arrival,2,31/07/2021
India,convention,Short-term_resident,return,1,31/07/2021
India,convention,Short-term_visitor,arrival,2,31/07/2021
India,convention,total,,5,31/07/2021
India,education,Long-term_resident,return,21,31/07/2021
India,education,Long-term_visitor,arrival,18,31/07/2021
India,education,Short-term_resident,return,6,31/07/2021
India,education,Short-term_visitor,arrival,10,31/07/2021
India,education,total,,55,31/07/2021
India,employment,Long-term_resident,return,106,31/07/2021
India,employment,Long-term_visitor,arrival,39,31/07/2021
India,employment,Short-term_resident,return,71,31/07/2021
India,employment,Short-term_visitor,arrival,132,31/07/2021
India,employment,total,,347,31/07/2021
India,exhibition,Long-term_resident,return,3,31/07/2021
India,exhibition,Long-term_visitor,arrival,0,31/07/2021
India,exhibition,Short-term_resident,return,0,31/07/2021
India,exhibition,Short-term_visitor,arrival,0,31/07/2021
India,exhibition,total,,3,31/07/2021
India,holiday,Long-term_resident,return,5,31/07/2021
India,holiday,Long-term_visitor,arrival,1,31/07/2021
India,holiday,Short-term_resident,return,20,31/07/2021
India,holiday,Short-term_visitor,arrival,3,31/07/2021
India,holiday,total,,29,31/07/2021
India,other,Long-term_resident,departure,61,31/07/2021
India,other,Long-term_resident,return,128,31/07/2021
India,other,Long-term_visitor,arrival,30,31/07/2021
India,other,Long-term_visitor,departure,1123,31/07/2021
India,other,Settler_arrival,,524,31/07/2021
India,other,Short-term_resident,departure,257,31/07/2021
India,other,Short-term_resident,return,85,31/07/2021
India,other,Short-term_visitor,arrival,123,31/07/2021
India,other,Short-term_visitor,departure,103,31/07/2021
India,other,total,,2435,31/07/2021
India,visit,Long-term_resident,return,92,31/07/2021
India,visit,Long-term_visitor,arrival,24,31/07/2021
India,visit,Short-term_resident,return,149,31/07/2021
India,visit,Short-term_visitor,arrival,168,31/07/2021
India,visit,total,,433,31/07/2021
Philippines,Long-term_resident,departure,,5,31/07/2021
Philippines,Long-term_resident,return,,41,31/07/2021
Philippines,Long-term_visitor,arrival,,61,31/07/2021
Philippines,Long-term_visitor,departure,,171,31/07/2021
Philippines,Settler_arrival,,,213,31/07/2021
Philippines,Short-term_resident,departure,,45,31/07/2021
Philippines,Short-term_resident,return,,34,31/07/2021
Philippines,Short-term_visitor,arrival,,265,31/07/2021
Philippines,Short-term_visitor,departure,,40,31/07/2021
Philippines,total,,,875,31/07/2021
Philippines,business,Long-term_resident,return,0,31/07/2021
Philippines,business,Long-term_visitor,arrival,0,31/07/2021
Philippines,business,Short-term_resident,return,0,31/07/2021
Philippines,business,Short-term_visitor,arrival,5,31/07/2021
Philippines,business,total,,5,31/07/2021
Philippines,convention,Long-term_visitor,arrival,0,31/07/2021
Philippines,convention,Short-term_resident,return,1,31/07/2021
Philippines,convention,Short-term_visitor,arrival,0,31/07/2021
Philippines,convention,total,,1,31/07/2021
Philippines,education,Long-term_resident,return,5,31/07/2021
Philippines,education,Long-term_visitor,arrival,10,31/07/2021
Philippines,education,Short-term_resident,return,1,31/07/2021
Philippines,education,Short-term_visitor,arrival,4,31/07/2021
Philippines,education,total,,20,31/07/2021
Philippines,employment,Long-term_resident,return,9,31/07/2021
Philippines,employment,Long-term_visitor,arrival,41,31/07/2021
Philippines,employment,Short-term_resident,return,7,31/07/2021
Philippines,employment,Short-term_visitor,arrival,116,31/07/2021
Philippines,employment,total,,173,31/07/2021
Philippines,exhibition,Long-term_visitor,arrival,0,31/07/2021
Philippines,exhibition,Short-term_resident,return,0,31/07/2021
Philippines,exhibition,Short-term_visitor,arrival,0,31/07/2021
Philippines,exhibition,total,,0,31/07/2021
Philippines,holiday,Long-term_resident,return,2,31/07/2021
Philippines,holiday,Long-term_visitor,arrival,0,31/07/2021
Philippines,holiday,Short-term_resident,return,5,31/07/2021
Philippines,holiday,Short-term_visitor,arrival,3,31/07/2021
Philippines,holiday,total,,10,31/07/2021
Philippines,other,Long-term_resident,departure,5,31/07/2021
Philippines,other,Long-term_resident,return,10,31/07/2021
Philippines,other,Long-term_visitor,arrival,8,31/07/2021
Philippines,other,Long-term_visitor,departure,171,31/07/2021
Philippines,other,Settler_arrival,,213,31/07/2021
Philippines,other,Short-term_resident,departure,45,31/07/2021
Philippines,other,Short-term_resident,return,7,31/07/2021
Philippines,other,Short-term_visitor,arrival,80,31/07/2021
Philippines,other,Short-term_visitor,departure,40,31/07/2021
Philippines,other,total,,579,31/07/2021
Philippines,visit,Long-term_resident,return,15,31/07/2021
Philippines,visit,Long-term_visitor,arrival,2,31/07/2021
Philippines,visit,Short-term_resident,return,13,31/07/2021
Philippines,visit,Short-term_visitor,arrival,56,31/07/2021
Philippines,visit,total,,86,31/07/2021
Samoa,Long-term_resident,departure,,1,31/07/2021
Samoa,Long-term_resident,return,,0,31/07/2021
Samoa,Long-term_visitor,arrival,,181,31/07/2021
Samoa,Long-term_visitor,departure,,0,31/07/2021
Samoa,Settler_arrival,,,1,31/07/2021
Samoa,Short-term_resident,departure,,0,31/07/2021
Samoa,Short-term_resident,return,,0,31/07/2021
Samoa,Short-term_visitor,arrival,,49,31/07/2021
Samoa,Short-term_visitor,departure,,6,31/07/2021
Samoa,total,,,238,31/07/2021
Samoa,business,Long-term_resident,return,0,31/07/2021
Samoa,business,Long-term_visitor,arrival,0,31/07/2021
Samoa,business,Short-term_visitor,arrival,7,31/07/2021
Samoa,business,total,,0,31/07/2021
Samoa,convention,Long-term_visitor,arrival,0,31/07/2021
Samoa,convention,Short-term_visitor,arrival,0,31/07/2021
Samoa,convention,total,,0,31/07/2021
Samoa,education,Long-term_visitor,arrival,0,31/07/2021
Samoa,education,Short-term_resident,return,0,31/07/2021
Samoa,education,Short-term_visitor,arrival,0,31/07/2021
Samoa,education,total,,0,31/07/2021
Samoa,employment,Long-term_visitor,arrival,166,31/07/2021
Samoa,employment,Short-term_visitor,arrival,28,31/07/2021
Samoa,employment,total,,194,31/07/2021
Samoa,exhibition,Long-term_visitor,arrival,0,31/07/2021
Samoa,exhibition,Short-term_visitor,arrival,0,31/07/2021
Samoa,exhibition,total,,0,31/07/2021
Samoa,holiday,Long-term_resident,return,0,31/07/2021
Samoa,holiday,Short-term_resident,return,0,31/07/2021
Samoa,holiday,Short-term_visitor,arrival,0,31/07/2021
Samoa,holiday,total,,0,31/07/2021
Samoa,other,Long-term_resident,departure,1,31/07/2021
Samoa,other,Long-term_visitor,arrival,8,31/07/2021
Samoa,other,Long-term_visitor,departure,0,31/07/2021
Samoa,other,Settler_arrival,,1,31/07/2021
Samoa,other,Short-term_resident,departure,0,31/07/2021
Samoa,other,Short-term_resident,return,0,31/07/2021
Samoa,other,Short-term_visitor,arrival,18,31/07/2021
Samoa,other,Short-term_visitor,departure,6,31/07/2021
Samoa,other,total,,34,31/07/2021
Samoa,visit,Long-term_resident,return,0,31/07/2021
Samoa,visit,Long-term_visitor,arrival,0,31/07/2021
Samoa,visit,Short-term_resident,return,0,31/07/2021
Samoa,visit,Short-term_visitor,arrival,3,31/07/2021
Samoa,visit,total,,3,31/07/2021
SouthAfrica,Long-term_resident,departure,,13,31/07/2021
SouthAfrica,Long-term_resident,return,,22,31/07/2021
SouthAfrica,Long-term_visitor,arrival,,80,31/07/2021
SouthAfrica,Long-term_visitor,departure,,28,31/07/2021
SouthAfrica,Settler_arrival,,,71,31/07/2021
SouthAfrica,Short-term_resident,departure,,59,31/07/2021
SouthAfrica,Short-term_resident,return,,46,31/07/2021
SouthAfrica,Short-term_visitor,arrival,,32,31/07/2021
SouthAfrica,Short-term_visitor,departure,,47,31/07/2021
SouthAfrica,total,,,398,31/07/2021
SouthAfrica,business,Long-term_resident,return,1,31/07/2021
SouthAfrica,business,Long-term_visitor,arrival,3,31/07/2021
SouthAfrica,business,Short-term_resident,return,10,31/07/2021
SouthAfrica,business,Short-term_visitor,arrival,4,31/07/2021
SouthAfrica,business,total,,18,31/07/2021
SouthAfrica,convention,Long-term_visitor,arrival,0,31/07/2021
SouthAfrica,convention,Short-term_resident,return,0,31/07/2021
SouthAfrica,convention,Short-term_visitor,arrival,0,31/07/2021
SouthAfrica,convention,total,,0,31/07/2021
SouthAfrica,education,Long-term_resident,return,2,31/07/2021
SouthAfrica,education,Long-term_visitor,arrival,9,31/07/2021
SouthAfrica,education,Short-term_resident,return,0,31/07/2021
SouthAfrica,education,Short-term_visitor,arrival,1,31/07/2021
SouthAfrica,education,total,,12,31/07/2021
SouthAfrica,employment,Long-term_resident,return,8,31/07/2021
SouthAfrica,employment,Long-term_visitor,arrival,39,31/07/2021
SouthAfrica,employment,Short-term_resident,return,1,31/07/2021
SouthAfrica,employment,Short-term_visitor,arrival,3,31/07/2021
SouthAfrica,employment,total,,51,31/07/2021
SouthAfrica,exhibition,Long-term_visitor,arrival,0,31/07/2021
SouthAfrica,exhibition,Short-term_resident,return,0,31/07/2021
SouthAfrica,exhibition,Short-term_visitor,arrival,0,31/07/2021
SouthAfrica,exhibition,total,,0,31/07/2021
SouthAfrica,holiday,Long-term_resident,return,1,31/07/2021
SouthAfrica,holiday,Long-term_visitor,arrival,0,31/07/2021
SouthAfrica,holiday,Short-term_resident,return,7,31/07/2021
SouthAfrica,holiday,Short-term_visitor,arrival,2,31/07/2021
SouthAfrica,holiday,total,,11,31/07/2021
SouthAfrica,other,Long-term_resident,departure,13,31/07/2021
SouthAfrica,other,Long-term_resident,return,8,31/07/2021
SouthAfrica,other,Long-term_visitor,arrival,20,31/07/2021
SouthAfrica,other,Long-term_visitor,departure,28,31/07/2021
SouthAfrica,other,Settler_arrival,,71,31/07/2021
SouthAfrica,other,Short-term_resident,departure,59,31/07/2021
SouthAfrica,other,Short-term_resident,return,7,31/07/2021
SouthAfrica,other,Short-term_visitor,arrival,1,31/07/2021
SouthAfrica,other,Short-term_visitor,departure,47,31/07/2021
SouthAfrica,other,total,,255,31/07/2021
SouthAfrica,visit,Long-term_resident,return,2,31/07/2021
SouthAfrica,visit,Long-term_visitor,arrival,9,31/07/2021
SouthAfrica,visit,Short-term_resident,return,20,31/07/2021
SouthAfrica,visit,Short-term_visitor,arrival,20,31/07/2021
SouthAfrica,visit,total,,51,31/07/2021
USA,Long-term_resident,departure,,108,31/07/2021
USA,Long-term_resident,return,,27,31/07/2021
USA,Long-term_visitor,arrival,,214,31/07/2021
USA,Long-term_visitor,departure,,603,31/07/2021
USA,Settler_arrival,,,56,31/07/2021
USA,Short-term_resident,departure,,250,31/07/2021
USA,Short-term_resident,return,,107,31/07/2021
USA,Short-term_visitor,arrival,,610,31/07/2021
USA,Short-term_visitor,departure,,740,31/07/2021
USA,total,,,2715,31/07/2021
USA,business,Long-term_resident,return,2,31/07/2021
USA,business,Long-term_visitor,arrival,27,31/07/2021
USA,business,Short-term_resident,return,18,31/07/2021
USA,business,Short-term_visitor,arrival,142,31/07/2021
USA,business,total,,189,31/07/2021
USA,convention,Long-term_resident,return,0,31/07/2021
USA,convention,Long-term_visitor,arrival,0,31/07/2021
USA,convention,Short-term_resident,return,1,31/07/2021
USA,convention,Short-term_visitor,arrival,4,31/07/2021
USA,convention,total,,5,31/07/2021
USA,education,Long-term_resident,return,5,31/07/2021
USA,education,Long-term_visitor,arrival,20,31/07/2021
USA,education,Short-term_resident,return,1,31/07/2021
USA,education,Short-term_visitor,arrival,10,31/07/2021
USA,education,total,,36,31/07/2021
USA,employment,Long-term_resident,return,7,31/07/2021
USA,employment,Long-term_visitor,arrival,60,31/07/2021
USA,employment,Short-term_resident,return,5,31/07/2021
USA,employment,Short-term_visitor,arrival,42,31/07/2021
USA,employment,total,,114,31/07/2021
USA,exhibition,Long-term_resident,return,0,31/07/2021
USA,exhibition,Long-term_visitor,arrival,2,31/07/2021
USA,exhibition,Short-term_resident,return,0,31/07/2021
USA,exhibition,Short-term_visitor,arrival,0,31/07/2021
USA,exhibition,total,,2,31/07/2021
USA,holiday,Long-term_resident,return,1,31/07/2021
USA,holiday,Long-term_visitor,arrival,16,31/07/2021
USA,holiday,Short-term_resident,return,28,31/07/2021
USA,holiday,Short-term_visitor,arrival,37,31/07/2021
USA,holiday,total,,82,31/07/2021
USA,other,Long-term_resident,departure,108,31/07/2021
USA,other,Long-term_resident,return,7,31/07/2021
USA,other,Long-term_visitor,arrival,76,31/07/2021
USA,other,Long-term_visitor,departure,603,31/07/2021
USA,other,Settler_arrival,,56,31/07/2021
USA,other,Short-term_resident,departure,250,31/07/2021
USA,other,Short-term_resident,return,5,31/07/2021
USA,other,Short-term_visitor,arrival,217,31/07/2021
USA,other,Short-term_visitor,departure,740,31/07/2021
USA,other,total,,2062,31/07/2021
USA,visit,Long-term_resident,return,5,31/07/2021
USA,visit,Long-term_visitor,arrival,13,31/07/2021
USA,visit,Short-term_resident,return,49,31/07/2021
USA,visit,Short-term_visitor,arrival,157,31/07/2021
USA,visit,total,,224,31/07/2021
Vanuatu,Long-term_resident,departure,,1,31/07/2021
Vanuatu,Long-term_resident,return,,1,31/07/2021
Vanuatu,Long-term_visitor,arrival,,108,31/07/2021
Vanuatu,Long-term_visitor,departure,,0,31/07/2021
Vanuatu,Settler_arrival,,,0,31/07/2021
Vanuatu,Short-term_resident,departure,,1,31/07/2021
Vanuatu,Short-term_resident,return,,0,31/07/2021
Vanuatu,Short-term_visitor,arrival,,286,31/07/2021
Vanuatu,Short-term_visitor,departure,,4,31/07/2021
Vanuatu,total,,,401,31/07/2021
Vanuatu,business,Long-term_visitor,arrival,2,31/07/2021
Vanuatu,business,Short-term_visitor,arrival,8,31/07/2021
Vanuatu,business,total,,10,31/07/2021
Vanuatu,convention,Short-term_visitor,arrival,0,31/07/2021
Vanuatu,convention,total,,0,31/07/2021
Vanuatu,education,Long-term_visitor,arrival,1,31/07/2021
Vanuatu,education,Short-term_visitor,arrival,0,31/07/2021
Vanuatu,education,total,,1,31/07/2021
Vanuatu,employment,Long-term_resident,return,0,31/07/2021
Vanuatu,employment,Long-term_visitor,arrival,103,31/07/2021
Vanuatu,employment,Short-term_resident,return,0,31/07/2021
Vanuatu,employment,Short-term_visitor,arrival,213,31/07/2021
Vanuatu,employment,total,,316,31/07/2021
Vanuatu,exhibition,Short-term_visitor,arrival,1,31/07/2021
Vanuatu,exhibition,total,,1,31/07/2021
Vanuatu,holiday,Long-term_visitor,arrival,0,31/07/2021
Vanuatu,holiday,Short-term_visitor,arrival,0,31/07/2021
Vanuatu,holiday,total,,0,31/07/2021
Vanuatu,other,Long-term_resident,departure,1,31/07/2021
Vanuatu,other,Long-term_resident,return,1,31/07/2021
Vanuatu,other,Long-term_visitor,arrival,2,31/07/2021
Vanuatu,other,Long-term_visitor,departure,0,31/07/2021
Vanuatu,other,Settler_arrival,,0,31/07/2021
Vanuatu,other,Short-term_resident,departure,1,31/07/2021
Vanuatu,other,Short-term_visitor,arrival,63,31/07/2021
Vanuatu,other,Short-term_visitor,departure,4,31/07/2021
Vanuatu,other,total,,72,31/07/2021
Vanuatu,visit,Long-term_resident,return,0,31/07/2021
Vanuatu,visit,Long-term_visitor,arrival,0,31/07/2021
Vanuatu,visit,Short-term_resident,return,0,31/07/2021
Vanuatu,visit,Short-term_visitor,arrival,0,31/07/2021
Vanuatu,visit,total,,0,31/07/2021
China,Long-term_resident,departure,,310,31/07/2021
China,Long-term_resident,return,,234,31/08/2021
China,Long-term_visitor,arrival,,99,31/08/2021
China,Long-term_visitor,departure,,2696,31/08/2021
China,Settler_arrival,,,326,31/08/2021
China,Short-term_resident,departure,,727,31/08/2021
China,Short-term_resident,return,,193,31/08/2021
China,Short-term_visitor,arrival,,250,31/08/2021
China,Short-term_visitor,departure,,109,31/08/2021
China,total,,,4991,31/08/2021
China,business,Long-term_resident,return,19,31/08/2021
China,business,Long-term_visitor,arrival,7,31/08/2021
China,business,Short-term_resident,return,42,31/08/2021
China,business,Short-term_visitor,arrival,42,31/08/2021
China,business,total,,110,31/08/2021
China,convention,Long-term_resident,return,5,31/08/2021
China,convention,Long-term_visitor,arrival,0,31/08/2021
China,convention,Short-term_resident,return,0,31/08/2021
China,convention,Short-term_visitor,arrival,4,31/08/2021
China,convention,total,,9,31/08/2021
China,education,Long-term_resident,return,16,31/08/2021
China,education,Long-term_visitor,arrival,53,31/08/2021
China,education,Short-term_resident,return,5,31/08/2021
China,education,Short-term_visitor,arrival,25,31/08/2021
China,education,total,,99,31/08/2021
China,employment,Long-term_resident,return,43,31/08/2021
China,employment,Long-term_visitor,arrival,17,31/08/2021
China,employment,Short-term_resident,return,26,31/08/2021
